date_time,4,12,13,24,41,42,43,45,48,50,68,74,75,79,87,88,90,100,107,113,114,116,120,125,127,128,137,140,141,142,143,144,148,151,152,153,158,161,162,163,164,166,170,186,194,202,209,211,224,229,230,231,232,233,234,236,237,238,239,243,244,246,249,261,262,263,total_demand
1/12/2022 0:00,261.2989797,44.99999997,462.1737177,114,329.7202525,262.7583162,105.2389774,95.49999999,104.5220223,634.889512,81.6861049,390.2040423,592.1385444,72.78631032,292.2201826,149,26.28007443,910.3370272,31.45493326,182.6122757,475.6061665,273.8701401,34.99999999,81.77143976,40.99999999,12,262.7332205,945.563162,191.3934908,44.693688,451.5183897,1145.710677,177.7338259,304.6141039,180.4451387,3.000000001,464.9848017,3.358873747,42.40143872,89.98454912,172.8022144,200.9486074,245.7392805,76.57955301,9.000000001,102,134.5759527,743.0041919,244.5345745,686.5120248,1.30914536,1365.374862,274.5561601,280.5459144,81.0383904,928.4018668,272.7616214,531.1743339,453.3914992,157.2222222,201.4712223,1188.831484,24.30295467,76.30006278,514.1219608,882.2581109,20219.96259
1/12/2022 1:00,179.4519438,1.000000007,185.2796626,223.750002,138.1004775,209.2856056,120.3505418,47.50000154,141.1885499,209.2359487,154.3169226,251.9802914,466.3207613,953.0871715,144.5000019,12.00000002,1090.887389,609.9040926,26.92769723,406.0323285,2129.611844,213.6263651,1.000000008,103.6993396,37.8832109,1.95E-05,662.1591777,140.6286721,1149.416809,912.4861135,270.7415318,1033.13808,878.0333918,41.83465362,140.8931781,4.54E-05,594.333168,9.920538187,1114.854451,242.9987969,1183.808395,138.8700472,1605.451667,8.500000086,0.063875467,2.000000007,114.1004503,39.50556367,171.8793154,52.52498194,12.78955824,72.07603102,98.80826651,310.8930158,1299.740128,284.1594779,1090.077911,655.165665,292.2780837,102.1111148,213.9010958,80.83346392,8.500000026,34.00000019,301.4972561,95.12331724,23517.01746
1/12/2022 2:00,496.6929266,1.06E-08,437.0000114,53.00000285,187.000014,122.3068501,52.00000455,45.00000352,1682.480342,293.7572829,628.8572906,736.7336426,680.3246065,978.0614903,588.0000114,231.0000032,92.35492749,638.6255866,646.6122565,104.2223685,33.67346979,143.2500038,5.81E-06,166.5631658,104.1545805,2.00E-05,595.9775828,149.0000051,294.5044263,200.9669912,391.1485266,281.5112707,1224.746705,87.83416046,81.00000353,8.44E-05,22.73494747,976.1682217,123.4798118,183.5687412,111.4522976,22.00000042,1872.22015,947.3859039,0.067247101,69.23834095,105.8333408,249.1163616,115.0000038,579.4539884,1902.47211,453.9516946,122.747183,756.7417447,110.6914026,244.8333374,30.88729145,247.7716768,131.8798672,167.5000054,323.5379533,1081.899334,957.8705475,131.0000039,437.1496018,305.5051506,25232.51888
1/12/2022 3:00,726.5679372,0.364461959,602.000022,137.0000132,418.0000248,278.0000146,34.00000169,20.00000082,1320.867502,820.6544457,718.2910688,897.3961362,1184.185861,210.8499197,730.0000221,299.0000137,1301.533718,277.9755735,237.8301293,404.0944287,499.778152,182.3172707,2.99E-06,91.96267577,13.00000021,2.59E-05,399.0300578,317.0000157,207.5016138,172.5811243,689.0000157,152.0000059,945.2185139,219.6739563,155.000014,7.67E-05,182.6565111,642.6024168,205.0000127,191.8081045,558.2681545,161.0000038,2181.290493,85.18575727,0.133659421,73.93510624,147.0000188,149.9667311,223.0000142,727.1259454,1322.89143,54.21525341,284.6792999,1245.741755,319.5440941,40.0000018,210.802429,602.0000156,317.0000166,69.50000495,111.7763494,891.481702,573.3845292,150.7488697,832.9563189,338.118046,27556.48786
1/12/2022 4:00,1028.567948,0.370648948,780.0000325,289.0000238,719.0000353,448.7351344,74.25422171,80.00000862,931.3494916,1234.654456,779.2910794,1015.557489,1350.184707,66.95331762,832.0000327,240.0000242,1533.89696,129.6575577,295.8816962,502.5363128,212.4946505,372.6785906,2.06E-06,34.00000038,59.99956055,1.45E-05,387.023891,308.0957358,451.4448374,83.42214574,796.0000263,94.71798614,251.8449352,129.156907,219.0000245,4.36E-05,70.00335659,682.6024274,368.0000232,157.5141337,567.5877564,262.0000143,2116.000597,332.0734433,0.137164601,73.93511668,130.0000292,76.0809379,261.0000247,798.125956,1069.038431,264.9892221,371.6793104,1372.741766,350.8790845,84.93850141,196.6598311,669.0000262,294.0000271,2.000000173,124.0000048,75.49491204,362.3845398,46.94490006,896.9563294,477.49032,28286.02872
1/12/2022 5:00,1124.560736,7.519056998,883.0000417,87.00000218,631.0000441,390.7383598,212.7939258,120.0000168,894.0185081,926.1980611,99.72151985,1203.557498,1432.184716,22.00000019,838.0000418,267.0000334,108.6816193,1181.736449,259.5995508,22.46046363,205.494655,6.361309956,1.20E-06,111.7101172,90.9991152,5.35E-05,119.7053746,262.2799027,345.4448464,680.0759258,747.0000351,147.7811582,135.1550416,349.5219722,9.000000559,9.29E-05,25.00000114,1374.632325,953.9701433,204.5141425,53.22378462,249.0000228,2024.440811,2579.642677,0.137173448,73.9351255,86.00003825,29.96189582,294.0000336,825.1259648,105.267308,37.27567672,524.6793192,1319.741775,265.8790933,528.8065505,539.7735822,145.8518926,232.7238409,1.06E-08,345.000013,176.4409366,60.49089789,2.00000017,13.78260561,73.11309946,27066.71098
1/12/2022 6:00,22.47411519,8.008644787,187.0000043,205.4295227,11.00000084,62.05108774,360.6801963,16.00000086,296.4767478,252.8386643,231.1532733,112.0895243,259.6884589,991.0593695,22.12738829,29.0000012,55.08333929,32.11296162,32.34253186,439.7798682,122.8308061,62.64321308,1.56E-06,342.5257773,19.99998783,1.60E-05,562.0717674,790.8314033,81.3456638,538.2592954,259.7484724,64.39367978,192.0563102,451.0711407,58.7115129,5.88E-05,28.12510534,1585.814167,3221.824259,794.4914277,117.853207,211.0000354,217.2648411,22.39118866,0.778588896,85.23225739,174.9166714,50.37223586,18.00000108,313.8606622,1350.434924,1060.951074,26.21132236,125.784103,464.1352655,1630.14801,591.185387,21.81794005,1121.401288,2.000000021,137.0000005,526.1600329,36.09048275,25.15040681,697.5388266,10.20381962,21841.02234
1/12/2022 7:00,52.16974362,91.98517004,230.4676329,2.122731258,58.95409579,173.8586511,395.5499877,158.315749,5.00366172,57.33701972,84.97449008,133.7275611,1211.605215,8.059925796,27.55991964,188.238426,10.38515446,50.70760273,400.4946856,26.09330459,21.08370379,53.33333542,3.49E-06,437.8527223,18.38116847,2.70E-05,1017.01828,374.0420002,6.134425114,18.39677634,138.5554472,69.60779535,48.66088571,6.706461128,24.50000188,5.18E-05,8.819036498,2909.906415,3404.785461,883.8434327,24.28627721,39.6487127,69.34308377,2.061708917,0.014164396,2.000000235,18.79154761,8.197916846,17.00000028,88.89884835,1310.173706,1209.146286,101.0966176,22.50685723,213.9609873,2.276481384,2.816493346,4.252606351,7.679154823,1.000000021,91.04659271,712.0655836,2.590482865,277.0718028,8.746230985,11.86899635,17057.7793
1/12/2022 8:00,22.08924852,69.83147255,166.223049,13.62295381,28.20071083,26.88329356,20.04052329,114.0202543,29.51006891,26.02029457,26.67369983,58.89261886,655.8481289,1.31064436,129.8970302,505.382026,1.502842611,63.98162524,6.70750543,38.04092482,17.27302775,4.627470385,2.91E-06,603.5279724,0.320212337,1.29E-05,337.3413695,9.737838085,4.47229339,14.77745283,20.02092476,125.2031427,11.07088523,3.234421385,25.95332703,58.00000769,47.05139109,5385.413109,1691.871055,425.0624103,27.86657187,27.65160417,8.867952913,9.759588443,1.13E-08,32.00000158,88.5835415,75.44008591,30.36858456,2.838768977,320.3352806,99.65288152,58.31670396,39.95940112,33.87321171,5.06E-09,5.0197158,3.466624769,9.216723912,98.17222593,154.1888552,816.6693124,4.794735474,154.6638241,8.236950088,1.786409655,12901.3668
