income
924
16214.7862
22099.0549
24228.2991
25612.7989
26940.5825
30091.008
40210.811
58642.1779
81937.1851
106033.7347
135273.2515
167736.1132
203021.9592
239391.2126
275634.5522
309602.7855
339847.7647
366915.9372
392839.6151
414907.4312
432538.6432
445458.889
455640.0761
463496.1592
484230.0958
491311.9736
494589.5026
496145.3954
497527.3926
500330.8234
509465.9267
527188.0814
547171.1815
569842.838
596749.7177
624682.3696
652774.3823
681695.9482
712522.7102
745147.6151
774714.4409
802801.3102
828855.6752
852286.1271
871883.2653
887439.6565
901454.5868
913845.3428
944922.6695
959261.4663
966390.6921
970612.4383
972528.007
973966.5669
978143.6927
987807.3405
1004642.274
1029966.562
1058973.875
1088972.573
1125281.078
1161445.53
1194801.183
1226423.64
1255365.869
1284131.859
1312051.234
1339621.087
1363113.247
1383051.354
1399185.511
1413467.7
1447418.162
1463357.272
1470881.988
1474858.778
1476968.491
1478194.729
1481453.17
1488422.543
1501935.218
1518386.159
1539505.493
1565816.438
1596132.454
1627175.744
1658982.191
1688657.624
1716547.973
1742644.591
1766405.874
1785892.485
1802019.171
1814498.037
1823156.353
1828384.043
1837638.802
1841333.856
1843128.629
1844503.754
1845418.879
1848789.438
1858081.917
1875428.353
1897084.178
1922409.239
1950383.174
1981019.486
2010761.811
2041466.171
2070914.71
2099646.359
2130025.125
2160177.608
2187239.61
2208511.637
2223695.065
2234598.526
2242587.456
2246785.036
2257452.451
2261461.708
2263961.217
2265164.332
2266179.75
2269384.937
2279410.965
2298252.925
2322427.733
2350752.161
2381659.402
2415890.476
2453411.274
2490733.917
2528258.506
2564688.503
2596363.251
2627881.862
2655824.629
2677749.368
2694101.119
2707537.655
2718612.951
2725588.335
2739936.989
2744503.725
2746918.1
2748498.186
2749659.186
2753339.651
2764739.849
2784418.171
2810293.279
2837934.124
2864495.494
2898480.812
2935273.517
2972364.941
3010767.35
3047031.613
3080985.867
3112674.802
3139903.112
3163712.256
3183091.411
3199400.841
3212234.425
3220149.229
3239910.648
3246265.924
3249567.218
3251093.122
3252266.872
3255194.418
3266057.785
3286054.361
3310110.8
3334842.553
3364785.398
3396106.691
3432002.612
3468967.842
3505185.212
3540358.981
3572094.253
3600583.372
3628236.858
3651994.464
3670423.197
3684488.272
3698370.201
3710844.155
3736233.17
3745209.906
3749799.568
3751906.097
3753575.154
3755984.203
3765265.497
3783079.415
3805226.104
3828720.104
3856215.425
3887288.616
3918900.627
3950341.822
3982698.702
4014934.339
4044766.173
4074932.931
4104807.938
4132588.196
4156163.832
4175148.414
4191828.406
4207591.475
4243232.312
4260106.162
4268334.577
4272388.988
4273935.857
4275519.848
4279258.562
4288026.83
4303080.951
4324609.975
4350905.065
4379332.687
4414682.312
4454220.82
4492953.016
4529104.412
4562479.097
4593506.282
4622849.222
4650977.144
4676404.857
4697741.27
4717439.75
4734861.714
4770716.67
4789163.687
4797584.313
4801609.858
4803755.978
4805235.125
4809175.534
4816744.364
4829911.251
4849778.688
4877080.245
4908418.354
4943917.094
4981433.803
5015606.459
5048933.191
5080472.125
5108262.818
5131422.39
5150264.207
5163230.134
5172299.587
5179259.995
5183547.101
5191591.601
5195162.12
5197150.062
5198405.562
5199927.312
5203398.263
5212876.447
5228762.162
5250880.178
5271948.976
5294877.666
5325244.194
5358041.59
5390437.825
5421563.487
5451974.937
5480980.107
5508301.681
5533045.042
5553469.677
5568187.315
5579690.914
5588625.223
5594096.707
5605500.427
5609259.82
5610925.753
5612027.503
5613207.253
5616465.193
5626154.639
5645078.055
5669978.915
5697750.687
5726602.612
5758775.768
5795286.839
5832298.357
5867410.147
5901975.114
5933756.982
5963797.753
5992645.828
6016908.404
6035355.636
6049603.681
6060967.501
6068550.241
6085708.799
6091098.997
6093137.516
6094451.019
6095781.788
6098835.812
6109625.491
6129453.038
6156456.918
6182302.381
6209924.957
6244162.204
6281065.687
6318323.933
6355573.428
6390761.372
6423874.074
6452613.369
6479186.605
6501476.553
6517951.274
6531889.026
6544068.273
6553257.247
6574237.658
6582192.193
6585717.326
6587217.678
6588637.332
6591737.527
6603000.102
6621988.561
6646186.036
6671414.875
6699928.756
6733452.922
6770077.874
6806785.862
6842336.288
6876425.415
6906427.344
6936113.763
6963117.906
6987093.234
7004950.409
7019551.297
7033416.149
7044932.946
7069020.146
7076943.136
7081508.759
7083813.406
7085594.287
7089192.547
7099173.703
7117593.479
7140545.163
7165412.366
7193301.039
7224846.326
7257352.136
7289530.488
7323213.307
7354897.583
7382526.174
7409143.86
7435491.165
7460977.37
7482890.875
7500647.95
7515035.08
7529367.471
7561410.695
7576062.254
7582029.515
7585260.724
7587518.06
7589527.61
7593411.514
7602196.206
7617071.01
7635812.517
7657943.293
7684650.459
7716726.338
7752428.969
7789101.617
7825345.123
7858798.794
7890752.49
7919869.406
7948114.469
7972238.537
7993298.772
8010760.36
8026425.694
8061533.162
8078780.93
8087735.556
8092199.206
8094621.934
8096057.774
8099092.194
8105893.931
8120178.073
8145518.189
8171372.765
8196055.983
8223674.343
8257131.482
8290174.753
8322410.747
8351293.476
8377200.895
8400361.176
8419108.761
8433745.924
8446083.559
8454723.122
8459729.72
8470868.142
8475148.844
8477590.281
8479054.125
8480536.068
8483609.128
8491449.162
8504517.364
8523156.73
8543620.556
8567882.681
8596296.143
8625399.483
8655313.606
8686237.618
8717651.565
8746316.068
8773220.59
8796652.543
8815454.717
8828986.8
8839735.438
8848385.483
8854181
8865831.324
8870765.787
8873115.483
8874861.334
8876451.293
8879508.126
8887631.508
8901339.483
8921690.705
8945269.302
8973209.58
9004224.332
9036035.545
9067099.289
9099582.491
9129996.895
9157854.071
9182416.226
9204570.824
9222358.002
9236452.394
9247709.245
9256521.498
9262311.413
9277684.187
9283507.145
9286156.896
9288085.165
9289967.091
9292937.225
9301894.726
9316070.067
9334945.043
9356483.335
9382546.191
9410810.348
9440614.304
9473409.823
9508472.802
9542327.231
9572586.252
9600314.532
9625311.311
9647075.878
9662509.439
9673855.196
9682931.086
9689750.023
9707187.922
9713737.772
9717033.536
9718530.544
9720182.459
9722958.158
9730511.71
9744499.665
9763328.606
9783012.355
9806818.257
9836839.285
9870340.042
9903840.881
9934335.804
9961149.631
9985315.932
10006106.05
10025033.12
10040763.88
10051466.43
10060164.57
10067808.72
10073589.22
10089974.09
10095634.82
10098607.6
10100614.96
10102739.87
10105406.43
10111856.11
10123253.8
10139450
10157980.63
10179157.49
10204459.39
10233564.19
10264520.3
10293936.02
10321820.58
10345980.91
10367036.43
10384686.39
10399242.24
10410108.06
10418195.82
10424592.38
10429377.47
10442482.78
10449028.22
10452776.75
10455044.42
10456496.45
10458090.76
10461406.73
10467479.83
10478307.23
10493104.48
10512561.62
10536121.58
10561444.14
10587889.68
10612315.57
10635574.36
10654954.82
10671808.21
10687682.61
10700969.96
10711136.96
10719837.78
10726672.31
10731920.67
10744046.31
10750613.52
10754262.79
10755890.54
10757000.74
10758145.86
10760878.4
10765249.36
10771143.34
10780004.34
10791336.39
10804495.4
10819967.72
10836461.52
10853733.88
10873321.84
10891152.58
10906305.25
10919725.17
10930024.9
10938946.56
10948521.81
10957248.4
10962573.6
10969795.97
10973200.6
10975272.35
10976453.6
10977366.35
10978731.35
10982573.27
10988790.89
10997497.81
11009484.72
11022881.69
11038630.82
11057555.41
11078971.89
11101806.84
11126872.56
11149513.9
11170265
11188327.91
11201730.97
11212437.06
11220815.92
11227146.37
11231449.3
11239366.07
11242651.25
11244905.62
11246536.87
11247871.87
11249998.8
11256133.26
11265392.84
11279158.06
11295244.35
11316328.53
11339896.87
11364694.75
11391121.96
11420508.1
11449827.61
11476112.4
11498768.95
11519625.6
11535964.29
11548026.05
11556765.5
11563301.27
11567523.89
11578616.8
11583161.47
11585646.77
11587167.36
11588168.36
11590039.46
11595328.22
11604521.33
11617405.16
11634204.22
11654164.66
11675899.85
11701244.42
11729584.1
11758850.58
11788077.82
11814550.33
11839004.78
11859623.25
11876220.79
11887737.95
11896130.63
11903363.98
11908816.73
11922626.88
11928615.77
11931194.45
11932558.35
11933720.99
11935537.25
11940497.94
11950261.34
11964821.31
11981402.59
12000911.16
12024154.58
12050884.24
12079290.17
12108016.58
12136312.18
12162086.1
12185388.4
12206372.84
12223164.44
12236388.39
12245907.22
12253019.37
12258962.06
12275568.15
12283289.15
12286483.43
12288618.1
12290017.76
12291374.8
12295814.77
12304689.61
12318243.41
12333007.03
12351197.88
12371819.23
12394224.03
12418374.6
12444714.72
12471330.33
12495777.35
12517081.05
12535650.86
12552649.2
12566174.4
12576073.02
12584502.86
12590627.37
12612138.43
12621722.14
12626406.99
12629152.51
12630562.65
12631702.72
12633865.95
12638172.69
12645766.07
12658810.64
12674712.11
12693960.79
12715848.41
12740213.83
12764118.24
12786894.59
12805842.77
12823094.14
12839556.62
12856559.9
12875337.55
12894194.14
12909975.99
