date_time,8,9,10,11,12,16,20,27,31,32,33,35,38,39,46,49,52,54,56,57,58,60,64,68,72,75,76,79,85,87,89,92,93,97,99,107,108,110,116,118,119,121,122,124,125,126,127,135,141,143,145,146,147,148,150,154,155,160,162,165,166,168,169,170,181,182,183,184,186,187,188,189,192,193,total_demand
8/10/2021 16:00,1,1,2,0,1,1,0,1,0,2,1,3,2,1,5,1,2,2,4,0,0,0,0,3,3,0,0,1,1,3,0,0,1,0,0,0,3,1,1,1,2,0,0,1,4,0,2,0,1,1,0,0,0,0,1,3,1,3,1,1,0,0,3,0,0,1,2,1,3,1,1,1,3,2,87
8/10/2021 17:00,3,1,1,1,0,1,1,3,4,1,3,2,1,3,5,4,1,0,6,3,1,0,1,2,1,1,3,3,3,3,0,2,3,0,2,0,3,1,4,2,1,2,0,1,3,0,1,0,5,0,0,0,1,2,3,1,2,0,1,1,0,2,1,1,1,0,0,0,3,1,3,1,1,0,117
8/10/2021 18:00,1,3,2,3,2,3,1,2,3,3,2,0,1,3,4,6,5,2,8,1,1,0,3,1,5,2,3,5,4,3,3,0,2,0,1,4,2,2,1,1,0,2,3,2,3,1,0,4,1,0,0,2,2,2,2,1,2,3,1,5,4,4,1,1,0,0,1,0,1,1,4,3,5,1,160
8/10/2021 19:00,1,0,4,3,0,0,1,4,0,1,0,3,0,3,4,4,2,5,5,3,3,1,2,1,0,0,2,3,2,4,2,1,5,2,3,3,0,3,4,3,2,3,1,1,3,2,2,3,2,0,3,2,1,1,1,3,2,3,1,4,0,4,3,5,3,1,0,0,1,2,1,2,5,3,157
8/10/2021 20:00,3,1,3,0,0,1,0,1,3,1,0,1,2,1,5,5,5,3,8,1,2,0,0,1,0,3,0,4,2,6,0,0,4,0,2,5,3,1,6,2,1,3,0,2,1,1,3,3,3,0,3,3,1,1,0,0,1,0,3,2,4,0,1,2,3,1,0,0,1,2,1,2,1,3,137
8/10/2021 21:00,3,3,2,0,2,0,4,1,2,0,1,4,4,2,3,3,3,4,1,3,3,2,0,1,1,0,0,4,1,5,1,0,1,3,3,3,0,0,3,3,0,0,2,1,5,4,6,0,3,0,1,2,1,0,0,3,1,0,3,0,1,1,2,2,1,0,1,0,5,1,1,6,1,3,136
8/10/2021 22:00,3,2,3,0,0,1,1,1,1,0,1,3,0,2,0,0,3,1,0,0,0,3,3,1,3,3,1,4,4,0,0,1,2,3,2,0,2,0,0,3,1,2,1,1,5,0,1,1,1,0,1,0,3,2,0,1,3,3,1,0,3,2,3,3,1,1,0,0,1,2,1,3,0,0,104
8/10/2021 23:00,0,1,1,0,0,0,2,2,1,0,0,3,0,1,0,0,1,0,0,0,0,1,3,0,3,0,1,0,1,0,0,0,4,1,1,0,0,4,1,3,1,0,0,2,3,1,3,1,0,0,0,0,0,4,1,1,3,0,3,0,2,1,4,3,1,2,1,0,1,2,1,0,2,0,78
9/10/2021 0:00,0,0,3,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,1,2,0,1,2,0,2,44
9/10/2021 1:00,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1,3,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,2,1,0,0,1,0,2,1,0,1,0,0,0,0,1,0,1,0,2,0,2,1,1,1,0,0,2,0,0,0,40
9/10/2021 2:00,1,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,23
9/10/2021 3:00,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,14
9/10/2021 4:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
9/10/2021 5:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
9/10/2021 6:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,11
9/10/2021 7:00,0,1,2,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,3,1,0,1,0,0,3,0,1,0,4,1,42
9/10/2021 8:00,1,1,0,0,1,1,0,0,2,1,0,1,1,1,2,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,2,1,2,4,2,4,0,2,0,0,1,5,1,1,1,0,1,0,0,1,0,3,3,2,0,1,0,3,0,1,2,1,0,68
9/10/2021 9:00,0,0,4,1,0,2,1,2,0,0,0,0,0,1,2,0,1,1,0,0,0,1,1,4,0,0,0,1,1,0,0,2,3,0,1,2,0,1,1,4,1,2,1,3,1,0,1,0,2,0,0,0,1,4,2,0,0,0,1,0,3,1,1,0,1,0,3,0,3,1,2,1,2,0,74
9/10/2021 10:00,3,0,2,1,2,0,0,0,1,1,3,3,0,1,2,0,0,0,0,0,0,2,3,2,3,0,2,2,1,4,0,0,0,0,0,1,0,1,2,4,3,0,3,2,4,0,4,1,1,4,0,3,1,3,1,0,0,3,1,2,1,0,1,0,0,4,1,0,3,1,1,2,4,1,101
9/10/2021 11:00,3,2,3,1,1,0,0,0,1,2,0,3,0,1,5,2,0,2,0,1,3,1,1,0,3,2,0,2,0,3,0,3,0,2,1,0,0,1,3,5,1,2,0,2,4,0,0,2,2,1,6,0,0,3,3,0,0,4,2,1,4,2,0,1,0,3,3,2,1,3,4,2,1,2,118
9/10/2021 12:00,1,0,2,1,1,0,1,0,2,3,0,1,1,1,5,3,1,4,5,2,2,1,0,3,2,1,0,3,1,4,0,1,0,1,1,2,0,1,3,0,3,2,3,1,3,0,0,0,2,3,3,1,2,0,1,0,0,0,0,4,0,0,0,1,4,4,2,0,0,2,1,2,2,3,109
9/10/2021 13:00,0,0,1,1,1,1,2,0,4,0,2,3,1,1,8,4,5,5,4,1,2,3,0,2,3,3,1,4,0,3,1,1,2,0,0,4,0,3,1,1,0,3,4,3,2,1,3,0,0,1,3,2,3,0,0,0,2,2,0,0,3,1,4,2,3,2,3,2,4,1,2,0,4,0,138
9/10/2021 14:00,3,1,2,1,3,0,4,3,4,1,0,0,0,2,5,3,5,1,6,3,2,0,3,0,3,2,0,1,1,4,0,2,3,0,2,1,3,2,2,4,0,2,1,2,1,0,3,3,2,3,1,0,2,2,0,0,0,1,2,2,1,0,1,2,1,2,0,2,1,0,0,2,3,1,125
9/10/2021 15:00,1,1,3,1,3,1,3,0,5,0,1,4,2,0,4,6,3,1,7,3,1,1,5,3,4,0,1,0,0,4,1,2,2,3,1,4,0,3,6,5,0,3,3,4,1,0,3,3,2,2,2,3,1,2,1,1,0,2,1,2,0,2,2,2,1,3,1,2,2,1,1,5,1,3,157
9/10/2021 16:00,3,2,5,5,0,1,3,4,3,3,3,3,0,2,2,5,1,3,5,4,1,2,4,2,4,3,2,3,4,4,0,0,2,4,0,5,1,2,4,3,0,1,1,2,3,1,1,4,3,1,1,0,1,5,2,0,2,4,3,3,2,3,4,3,3,0,2,1,0,0,1,3,0,5,172
9/10/2021 17:00,1,2,2,3,2,0,0,4,0,3,2,3,3,0,0,4,0,0,2,2,2,3,1,2,1,0,0,2,3,5,3,1,2,0,0,5,1,1,0,1,0,3,4,5,6,2,4,1,4,1,2,4,2,3,3,2,4,0,4,2,0,2,5,3,3,0,0,1,0,4,3,6,0,1,150
9/10/2021 18:00,0,2,4,2,3,1,0,1,1,1,3,1,1,4,3,4,0,4,4,5,2,3,4,1,1,3,1,0,3,5,2,3,0,2,0,1,0,0,6,3,4,4,2,5,1,3,4,1,1,0,0,1,2,3,0,1,3,1,3,5,5,4,5,2,3,1,0,4,3,1,4,4,3,3,170
9/10/2021 19:00,1,0,4,2,3,1,1,3,1,0,2,5,1,2,0,8,3,3,4,2,4,1,3,3,0,1,3,3,0,3,3,0,1,0,0,7,1,1,4,1,3,1,1,3,1,1,3,1,3,2,5,3,3,1,3,1,4,2,4,4,4,1,1,3,0,0,3,1,1,3,3,3,1,3,161
9/10/2021 20:00,0,1,6,2,0,1,1,2,3,1,1,4,2,6,4,3,3,0,5,1,2,0,1,0,2,0,2,3,0,4,1,1,3,0,1,4,2,3,3,4,3,3,3,1,4,1,1,0,1,2,4,2,4,3,0,0,2,0,1,1,4,0,3,3,1,2,1,1,5,0,0,3,2,0,143
9/10/2021 21:00,1,3,1,2,3,2,3,3,1,0,3,3,3,4,3,0,0,0,4,1,3,4,4,1,2,2,2,0,0,0,1,0,5,2,2,0,0,3,2,3,3,5,1,1,1,0,4,1,5,1,0,4,4,1,1,2,0,3,3,3,1,3,5,4,1,2,1,1,5,2,1,3,3,4,155
9/10/2021 22:00,0,1,0,3,2,1,2,1,1,3,1,6,3,0,3,0,1,0,0,1,1,1,3,0,0,3,0,5,3,0,1,1,3,1,1,1,2,2,2,3,2,3,4,2,4,1,2,1,4,1,1,1,1,0,1,2,3,3,1,1,1,1,1,1,1,1,2,0,1,0,2,1,3,1,116
